,Unnamed: 0,Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),2/12/2019,1/1/2020,3/2/2020,2/3/2020,1/4/2020,1/5/2020,1/6/2020,1/7/2020,3/8/2020,1/9/2020,1/10/2020,2/11/2020,ratio_yearvar_meanprice,performance category,Value category,performance category_2
491,491,CSGP US Equity,COSTAR GROUP INC,36089614336,492,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.533333302,939,500.24,3/23/2020,7/29/2020,51.47,602.71,598.3,659.81,705.8,539.6,622.61,656.92,718.63,835,873.44,865.38,850.88,0.617313942,pos_performers,High Value,high_positive_performance
492,492,ALGN US Equity,ALIGN TECHNOLOGY,36048031744,493,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.823529482,507.05,127.88,3/19/2020,11/9/2020,62.5,274.34,279.04,253.02,230.22,157.2,203.26,250.55,273.84,287.36,305.43,317.61,458.44,1.382860582,pos_performers,High Value,high_positive_performance
493,493,6501 JP Equity,HITACHI LTD,35990126592,494,Industrial,Tokyo,JAPAN,JP,4.625,43.23,22.69,3/23/2020,12/20/2019,-0.23,39.52,42.58,37.73,33.9,28.72,29.4,33.27,31.2,30.86,32.61,33.57,33.55,0.605735912,neg_performers,High Value,moderate_negative_performance
494,494,6969 HK Equity,SMOORE INTERNATI,35907600384,495,"Consumer, Non-cyclical",Hong Kong,CHINA,KY,4.909090996,6.3,3.23,7/10/2020,11/16/2020,0,0,0,0,0,0,0,0,0,5.26,4.23,4.51,5.51,1.88826243,no_data,High Value,no data
495,495,6178 JP Equity,JAPAN POST HOLDI,35881590784,496,Financial,Tokyo,JAPAN,JP,3.444444418,9.75,6.67,10/30/2020,12/13/2019,-16.52,9.51,9.44,9.17,8.66,7.73,7.87,7.22,7.12,6.83,7.33,6.78,7.03,0.390326328,neg_performers,High Value,moderate_negative_performance
496,496,MTCH US Equity,MATCH GROUP INC,35862519808,497,Communications,NASDAQ GS,UNITED STATES,US,3.818181753,141.8,87.56,7/24/2020,11/9/2020,0,0,0,0,0,0,0,0,105.67,110.4,113.41,116.21,118.98,1.152673243,no_data,High Value,no data
497,497,VIV FP Equity,VIVENDI,35828301824,498,Communications,EN Paris,FRANCE,FR,4.583333492,31.5,18.24,3/17/2020,11/9/2020,5.92,27.18,28.95,27.54,26.12,21.77,21.65,23.11,25.68,28.01,28.49,27.91,29.29,0.504022806,pos_performers,High Value,moderate_positive_performance
498,498,ENGI FP Equity,ENGIE,35806515200,499,Utilities,EN Paris,FRANCE,FR,4.652173996,18.13,9.3,4/3/2020,2/19/2020,-15.11,15.57,16.15,17.29,16.92,9.81,10.88,11.85,12.31,13.98,13.83,13.42,12.33,0.644760862,neg_performers,High Value,moderate_negative_performance
499,499,8058 JP Equity,MITSUBISHI CORP,35612844032,500,"Consumer, Cyclical",Tokyo,JAPAN,JP,4.333333492,27.08,19.21,4/6/2020,12/13/2019,-6.41,26.66,26.69,25.75,24.74,20.48,20.89,23.07,21.05,20.06,24.44,23.8,22.61,0.33699686,neg_performers,High Value,moderate_negative_performance
500,500,AAL LN Equity,ANGLO AMER PLC,35611525120,501,Basic Materials,London,BRITAIN,GB,4.239999771,29.46,11.77,3/19/2020,1/20/2020,7.99,26.42,28.81,25.91,23.63,16.3,17.04,21.18,22.78,24.95,24.86,24.24,23.49,0.759200315,pos_performers,High Value,moderate_positive_performance
501,501,981 HK Equity,SMIC,35584516096,502,Technology,Hong Kong,CHINA,KY,3.410256386,5.78,1.27,12/3/2019,7/15/2020,124.36,1.29,1.53,1.9,1.96,1.57,1.91,2.35,3.48,4.04,3.23,2.34,2.94,1.896285915,pos_performers,High Value,Very_high_positive_performance
502,502,8766 JP Equity,TOKIO MARINE HD,35568541696,503,Financial,Tokyo,JAPAN,JP,4.428571224,57.5,37.56,3/19/2020,2/6/2020,-4.42,55.21,56.32,55.23,52.79,44.56,44.41,42.87,42.44,42.92,45.48,43.58,45.47,0.418848901,neg_performers,High Value,moderate_negative_performance
503,503,WOW AU Equity,WOOLWORTHS GROUP,35529900032,504,"Consumer, Non-cyclical",ASE,AUSTRALIA,AU,4.153846264,29.66,19.76,3/13/2020,2/20/2020,0.61,27.11,25.37,27.97,25.24,21.92,22.13,23.93,25.53,27.78,28.19,26.2,27.13,0.385089141,pos_performers,High Value,moderate_positive_performance
504,504,PTT TB Equity,PTT PCL,35514335232,505,Energy,Bangkok,THAILAND,TH,4.444444656,1.58,0.73,3/13/2020,1/6/2020,-10.81,1.4,1.48,1.38,1.25,0.91,1.09,1.14,1.24,1.23,1.16,1.05,1,0.71179344,neg_performers,High Value,moderate_negative_performance
505,505,1928 HK Equity,SANDS CHINA LTD,35480563712,506,"Consumer, Cyclical",Hong Kong,MACAU,KY,4.592592716,5.85,3.24,3/19/2020,1/17/2020,-8.14,4.78,5.34,4.89,4.63,3.56,4.11,3.95,3.92,3.83,4.45,3.85,3.56,0.615687045,neg_performers,High Value,moderate_negative_performance
506,506,600887 CH Equity,INNER MONG YIL-A,35461591040,507,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.809523582,6.63,3.81,3/17/2020,10/29/2020,37.07,4.21,4.44,4.04,4.25,4.13,4.14,4.06,4.51,5.46,6.08,5.67,5.66,0.597352162,pos_performers,High Value,high_positive_performance
507,507,BAF IN Equity,BAJAJ FINANCE LT,35400335360,508,Financial,Natl India,INDIA,IN,3.625,68.56,23.49,5/27/2020,2/20/2020,9.94,55.13,59.3,61.15,60.02,28.98,30.55,28.59,39.12,42.2,49.87,47.01,45.9,0.987258589,pos_performers,High Value,moderate_positive_performance
508,508,BHARTI IN Equity,BHARTI AIRTEL,35274801152,509,Communications,Natl India,INDIA,IN,5,8.1,4.82,3/19/2020,5/20/2020,7.03,6.4,6.35,7.15,7.13,5.5,6.78,7.4,7.42,7.28,7.48,5.9,6.14,0.486346225,pos_performers,High Value,moderate_positive_performance
509,509,CMG US Equity,CHIPOTLE MEXICAN,35273986048,510,"Consumer, Cyclical",New York,UNITED STATES,US,3.91428566,1384.46,415,3/18/2020,9/2/2020,70.9,813.78,837.11,867.33,768.81,619.36,874.92,1047.88,1068.36,1146.71,1372.22,1238.02,1188.54,0.982308596,pos_performers,High Value,high_positive_performance
510,510,068270 KS Equity,CELLTRION INC,35201753088,511,"Consumer, Non-cyclical",Korea SE,SOUTH KOREA,KR,4.083333492,282.31,110.19,3/19/2020,7/20/2020,68.74,140.9,156.58,139.7,146.91,160.04,171.95,185.83,247.66,250.33,251.33,221.37,215.48,0.90269571,pos_performers,High Value,high_positive_performance
511,511,BK US Equity,BANK NY MELLON,35188453376,512,Financial,New York,UNITED STATES,US,3.947368383,51.6,26.4,3/18/2020,1/9/2020,-18.36,49.13,50.33,45.21,40.96,32.7,36,37.7,37.59,36.03,37.21,34.17,35.1,0.640501557,neg_performers,High Value,moderate_negative_performance
512,512,INGA NA Equity,ING GROEP NV,35137908736,513,Financial,EN Amsterdam,NETHERLANDS,NL,4.366666794,12.5,4.52,3/18/2020,1/9/2020,-26.93,11.43,11.99,10.89,9.42,5.23,5.5,6.64,6.96,7.12,8.12,7.1,7.21,0.981047024,neg_performers,High Value,high_negative_performance
513,513,CARR US Equity,CARRIER GLOB,35100835840,514,Industrial,New York,UNITED STATES,US,3.900000095,41.48,11.5,3/23/2020,11/9/2020,0,0,0,0,0,15.05,16.77,21.82,22.61,27.62,30.3,30.77,35.1,1.798440312,no_data,High Value,no data
514,514,TTD US Equity,TRADE DESK INC-A,35041468416,515,Communications,NASDAQ GM,UNITED STATES,US,3.75,847.5,136,3/19/2020,11/6/2020,240.81,227.39,259.78,274.02,288.11,172.3,278.9,310.31,429.14,475.32,501.39,555.17,559.16,1.971373751,pos_performers,High Value,Very_high_positive_performance
515,515,F US Equity,FORD MOTOR CO,35010162688,516,"Consumer, Cyclical",New York,UNITED STATES,US,3.368421078,9.57,3.96,3/23/2020,12/18/2019,0.78,9.01,9.3,8.98,7.2,4.4,4.92,5.87,5.98,6.69,6.83,6.75,7.71,0.804878049,pos_performers,High Value,moderate_positive_performance
516,516,MAERSKB DC Equity,AP MOLLER-B,34818465792,517,Industrial,Copenhagen,DENMARK,DK,4.115384579,1840.46,716.19,3/23/2020,11/9/2020,21.75,1410.28,1442.73,1186.53,1002.3,879.17,972.12,977.76,1176.58,1310.51,1549.31,1614.15,1622.47,0.890869003,pos_performers,High Value,high_positive_performance
517,517,USMV US Equity,ISHARES MSCI USA,34810777600,518,Funds,Cboe BZX,UNITED STATES,US,0,69.79,45.75,3/23/2020,2/19/2020,5.36,64.39,65.6,67.5,64.66,51.94,57.86,61.83,60.89,63.46,65.11,64,62.55,0.384747729,pos_performers,High Value,moderate_positive_performance
518,518,241 HK Equity,ALIBABA HEALTH,34708099072,519,"Consumer, Cyclical",Hong Kong,HONG KONG,BM,4.857142925,3.16,1.03,11/18/2019,6/26/2020,150.92,1.08,1.15,1.35,1.89,1.66,2.42,2.51,2.92,2.72,2.4,2.44,2.62,1.015898251,pos_performers,High Value,Very_high_positive_performance
519,519,BNDX US Equity,VANGUARD INTL BD,34702127104,520,Funds,NASDAQ GM,UNITED STATES,US,0,58.66,53.89,3/19/2020,3/9/2020,3.93,57.96,56.58,57.64,57.9,56.12,57.18,57.27,57.55,58.17,57.85,58.17,58.35,0.082867649,pos_performers,High Value,moderate_positive_performance
520,520,VCSH US Equity,VANGUARD-S/T COR,34633203712,521,Funds,NASDAQ GM,UNITED STATES,US,0,83.5,71.19,3/19/2020,4/9/2020,4.96,80.87,81.03,81.55,81.83,78.43,80.8,82.05,82.55,83,83,82.77,82.66,0.150651682,pos_performers,High Value,moderate_positive_performance
521,521,BBRI IJ Equity,BANK RAKYAT INDO,34612346880,522,Financial,Indonesia,INDONESIA,ID,4.472222328,0.35,0.15,5/18/2020,1/23/2020,0.35,0.3,0.32,0.32,0.28,0.17,0.18,0.2,0.21,0.2,0.24,0.21,0.23,0.839160839,pos_performers,High Value,moderate_positive_performance
522,522,005380 KS Equity,HYUNDAI MOTOR,34568826880,523,"Consumer, Cyclical",Korea SE,SOUTH KOREA,KR,4.903225899,167.21,51.79,3/20/2020,9/17/2020,45.71,102.43,104.24,103.62,95.28,69.03,76.46,81.68,81.75,106.33,151.81,153.46,150.26,1.085156893,pos_performers,High Value,high_positive_performance
523,523,TRV US Equity,TRAVELERS COS IN,34523447296,524,Financial,New York,UNITED STATES,US,3.095238209,141.87,76.99,3/18/2020,1/22/2020,1.56,135.26,136.95,133.61,127.68,95.2,96.05,109.15,112.5,114.4,114.69,107.81,123.92,0.553261039,pos_performers,High Value,moderate_positive_performance
524,524,PH US Equity,PARKER HANNIFIN,34504298496,525,Industrial,New York,UNITED STATES,US,4.142857075,269.8,93,3/18/2020,11/16/2020,39.44,197.48,205.82,198.13,192.59,116.09,153.08,182.96,180.59,181.89,211.77,200.73,218.02,0.9475024,pos_performers,High Value,high_positive_performance
525,525,27 HK Equity,GALAXY ENTERTAIN,34480291840,526,"Consumer, Cyclical",Hong Kong,HONG KONG,HK,4.230769157,8.38,4.77,3/19/2020,11/10/2020,17.51,6.64,7.37,6.84,6.57,5.22,6.51,7.06,6.81,6.77,8.02,6.7,6.79,0.532841328,pos_performers,High Value,moderate_positive_performance
526,526,GLEN LN Equity,GLENCORE PLC,34453811200,527,Basic Materials,London,SWITZERLAND,JE,4.478260994,3.26,1.27,3/23/2020,11/25/2019,-20.96,3.17,3.12,2.88,2.48,1.48,1.75,1.96,2.09,2.36,2.31,2.06,2.02,0.862716763,neg_performers,High Value,high_negative_performance
527,527,EA US Equity,ELECTRONIC ARTS,34403188736,528,Technology,NASDAQ GS,UNITED STATES,US,4.294117451,147.36,85.69,3/16/2020,8/6/2020,24.25,100.4,107.51,105.04,106.89,97.53,113.27,122.78,135.22,142.36,138.29,132.78,119.81,0.520465862,pos_performers,High Value,high_positive_performance
528,528,8411 JP Equity,MIZUHO FINANCIAL,34371198976,529,Financial,Tokyo,JAPAN,JP,3,15.77,10.07,3/13/2020,12/18/2019,-13.55,15.56,15.49,14.94,13.57,11.28,11.35,12.35,12.16,12.25,13.51,12.42,12.64,0.434230574,neg_performers,High Value,moderate_negative_performance
529,529,ENI IM Equity,ENI SPA,34363494400,530,Energy,BrsaItaliana,ITALY,IT,3.299999952,16.14,6.68,10/29/2020,1/6/2020,-38.26,15.03,15.53,13.95,12.43,10.05,9.57,9.28,9.55,8.85,9.28,7.59,7.4,0.883355381,neg_performers,High Value,high_negative_performance
530,530,CMI US Equity,CUMMINS INC,34316806144,531,"Consumer, Cyclical",New York,UNITED STATES,US,3.538461447,244.67,101.03,3/23/2020,11/9/2020,31.06,181.26,178.96,162.89,155.66,130.39,157.43,169.83,170.95,195.31,211.06,207.04,227.68,0.802286289,pos_performers,High Value,high_positive_performance
531,531,DIM FP Equity,SARTORIUS STEDIM,34261020672,532,"Consumer, Non-cyclical",EN Paris,FRANCE,FR,3.111111164,433.76,145.85,11/22/2019,11/9/2020,125.46,155.83,165.63,188.56,193.86,194.36,240.64,263.34,257.95,315.34,352.77,351.41,380.47,1.128999791,pos_performers,High Value,Very_high_positive_performance
532,532,NDA SS Equity,NORDEA BANK ABP,34080030720,533,Financial,Stockholm,FINLAND,FI,3.892857075,9.01,4.75,3/16/2020,2/20/2020,4.97,7.02,8.08,7.89,8.01,5.41,6.42,6.91,6.94,7.87,8.02,7.75,7.73,0.580579216,pos_performers,High Value,moderate_positive_performance
533,533,PPG US Equity,PPG INDS INC,34077210624,534,Basic Materials,New York,UNITED STATES,US,3.827586174,149.34,69.77,3/19/2020,11/9/2020,13.26,128.5,133.49,121.34,105.31,79.89,88,103.37,106.35,107.38,124,121.78,135.18,0.704892255,pos_performers,High Value,moderate_positive_performance
534,534,A US Equity,AGILENT TECH INC,33997303808,535,Industrial,New York,UNITED STATES,US,3.705882311,117.5,61.13,3/16/2020,11/9/2020,38.22,80.35,85.31,82.15,81.97,68.92,74.21,89.91,88.11,99.09,101.12,101.22,105.24,0.639599092,pos_performers,High Value,high_positive_performance
535,535,TWTR US Equity,TWITTER INC,33985288192,536,Communications,New York,UNITED STATES,US,3.219512224,52.93,20,3/18/2020,10/29/2020,48.17,30.42,32.05,33.07,35.82,23.32,27.84,31.89,30.81,36.39,41.15,46.7,39.47,0.966326755,pos_performers,High Value,high_positive_performance
536,536,601668 CH Equity,CHINA STATE -A,33859315712,537,Industrial,Shanghai,CHINA,CN,4.954545498,0.89,0.67,6/29/2020,1/6/2020,10.45,0.73,0.81,0.71,0.84,0.73,0.74,0.71,0.69,0.73,0.76,0.75,0.76,0.294642857,pos_performers,High Value,moderate_positive_performance
537,537,MCHP US Equity,MICROCHIP TECH,33757769728,538,Technology,NASDAQ GS,UNITED STATES,US,4.559999943,131.65,53.15,3/19/2020,11/9/2020,40.11,94.21,104.72,97.55,95.22,62.79,81.52,95.74,103.12,104.87,112.35,107.05,105.11,0.809104574,pos_performers,High Value,high_positive_performance
538,538,JCI US Equity,JOHNSON CONTROLS,33749995520,539,Industrial,New York,UNITED STATES,IE,4.333333492,47.58,22.77,3/23/2020,11/9/2020,9.58,42.27,40.71,39.29,38.07,25.16,27.86,31.77,33.89,38.92,41.18,40.68,43.94,0.670933429,pos_performers,High Value,moderate_positive_performance
539,539,SNPS US Equity,SYNOPSYS INC,33742694400,540,Technology,NASDAQ GS,UNITED STATES,US,4.75,246.69,104.9,3/23/2020,11/9/2020,56.11,135.49,139.2,150.26,141.63,125.96,149.64,182.6,196.9,202.8,225.34,217.09,215.78,0.816962678,pos_performers,High Value,high_positive_performance
540,540,CVNA US Equity,CARVANA CO,33737474048,541,"Consumer, Cyclical",New York,UNITED STATES,US,4,242.15,22.16,3/19/2020,10/1/2020,156.96,92,92.05,86.25,82.36,50.56,76,91.85,125.38,159.49,227.19,238.1,185.01,1.752629063,pos_performers,High Value,Very_high_positive_performance
541,541,NCB AB Equity,NATIONAL COMM,33676406784,542,Financial,Saudi Arabia,SAUDI ARABIA,SA,4.25,13.51,8.12,3/16/2020,12/24/2019,-4,12.05,12.97,12.37,11.23,9.2,9.89,10.88,9.89,9.68,9.8,9.93,10.52,0.503699089,neg_performers,High Value,moderate_negative_performance
542,542,4612 JP Equity,NIPPON PAINT HOL,33593356288,543,Basic Materials,Tokyo,JAPAN,JP,2.142857075,108.09,42.18,3/17/2020,9/28/2020,99.9,53.93,51.91,47.85,45.94,52.67,59,72.04,71.77,70.69,85.08,102.42,90.22,0.984318996,pos_performers,High Value,high_positive_performance
543,543,CPG LN Equity,COMPASS GROUP,33481572352,544,"Consumer, Cyclical",London,BRITAIN,GB,3.75999999,26.74,10.47,3/17/2020,11/25/2019,-32.4,24.4,25.06,24.54,21.78,14.39,15.9,14.91,14.22,14.08,15.75,15.06,13.73,0.91310448,neg_performers,High Value,high_negative_performance
544,544,PAYX US Equity,PAYCHEX INC,33480263680,545,Technology,NASDAQ GS,UNITED STATES,US,2.904761791,94.95,47.87,3/18/2020,11/9/2020,10.94,84.7,85.06,86.56,82.08,60.6,66.6,71.95,76.3,72.76,76.26,79.35,83.3,0.61042441,pos_performers,High Value,moderate_positive_performance
545,545,EBAY US Equity,EBAY INC,33467385856,546,Communications,NASDAQ GS,UNITED STATES,US,3.78125,61.06,26.02,3/23/2020,7/13/2020,44.13,34.9,36.11,34.39,35.96,28.78,39.25,45.2,52.96,56.57,53.65,52.38,47.87,0.811706112,pos_performers,High Value,high_positive_performance
546,546,66 HK Equity,MTR CORP,33443606528,547,Industrial,Hong Kong,HONG KONG,HK,3.909090996,6.15,4.67,5/29/2020,1/17/2020,-1.15,5.61,5.91,5.63,5.53,5.1,5.55,4.95,5.18,5,5.21,4.94,4.95,0.27942102,neg_performers,High Value,moderate_negative_performance
547,547,ORLY US Equity,O'REILLY AUTOMOT,33415385088,548,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,4.13043499,487.95,251.51,3/23/2020,7/30/2020,1.53,446.36,438.26,406.23,378.39,287.25,376.37,417.6,426.08,473.79,473.2,463.56,441.46,0.564234223,pos_performers,High Value,moderate_positive_performance
548,548,LLOY LN Equity,LLOYDS BANKING,33406836736,549,Financial,London,BRITAIN,GB,4.038461685,0.93,0.3,9/22/2020,12/13/2019,-40.06,0.78,0.83,0.74,0.63,0.35,0.4,0.38,0.38,0.36,0.36,0.34,0.36,1.279187817,neg_performers,High Value,high_negative_performance
549,549,VRSK US Equity,VERISK ANALYTI,33371555840,550,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.777777672,206.43,116.61,3/23/2020,11/9/2020,43.85,146.11,149.34,165.22,163.13,140.78,153.45,169.38,172.42,186.96,187.69,185.64,182.15,0.538309019,pos_performers,High Value,high_positive_performance
550,550,VXUS US Equity,VANGUARD TOTAL I,33326004224,551,Funds,NASDAQ GM,UNITED STATES,US,0,57.31,36.42,3/18/2020,11/16/2020,8.56,53.74,55.69,53.9,50.8,40.36,44.06,48.43,49.42,51.95,53.8,52.59,51.68,0.413376868,pos_performers,High Value,moderate_positive_performance
551,551,IQV US Equity,IQVIA HOLDINGS I,33310437376,552,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.652173996,180.77,81.79,3/18/2020,11/9/2020,18.68,143.94,154.51,155.25,147.08,100.04,136.52,149.41,141.53,161.18,165.13,158.33,155.13,0.671790956,pos_performers,High Value,moderate_positive_performance
552,552,HMB SS Equity,HENNES & MAURI-B,33301495808,553,"Consumer, Cyclical",Stockholm,SWEDEN,SE,3.272727251,22.25,9.54,3/18/2020,1/31/2020,-5.61,19.11,20.34,21.58,18.36,12.23,13.84,15.78,14.6,15.51,15.58,18.4,16.08,0.757261308,neg_performers,High Value,moderate_negative_performance
553,553,VB US Equity,VANGUARD SM-C ET,33228713984,554,Funds,NYSE Arca,UNITED STATES,US,0,178.92,95.51,3/23/2020,11/16/2020,12.85,161.28,165.64,163.74,152.6,108.43,127.63,144.3,145.24,154.5,160.3,156,159.62,0.556289182,pos_performers,High Value,moderate_positive_performance
554,554,AIG US Equity,AMERICAN INTERNA,33160126464,555,Financial,New York,UNITED STATES,US,4,56.42,16.07,3/18/2020,2/13/2020,-25.06,51.66,51.33,51.16,42.85,21.61,23.9,30.55,29.58,32.14,29.15,27.72,32.45,1.14171186,neg_performers,High Value,high_negative_performance
555,555,300059 CH Equity,EAST MONEY INF-A,33078941696,556,Financial,Shenzhen,CHINA,CN,4.5625,4.24,1.55,2/4/2020,7/15/2020,119.51,1.65,1.89,1.61,2.18,1.89,2.15,2.17,2.86,3.97,3.85,3.53,3.51,1.032629559,pos_performers,High Value,Very_high_positive_performance
556,556,ORA FP Equity,ORANGE,33018968064,557,Communications,EN Paris,FRANCE,FR,4.451612949,16.92,9.86,10/2/2020,11/27/2019,-26.24,15.93,14.71,14.16,13.62,11.88,12.24,12.29,11.94,11.75,10.95,10.2,11.26,0.561319817,neg_performers,High Value,high_negative_performance
557,557,1330 JP Equity,NIKKO-ETF NKY225,33011079168,558,Funds,Tokyo,JAPAN,JP,0,258.72,152.41,3/17/2020,11/16/2020,12.17,222.67,225.13,218.37,204.99,175.85,191.7,213.61,214.76,214.44,223.92,226.53,229.38,0.498065473,pos_performers,High Value,moderate_positive_performance
558,558,MSCI US Equity,MSCI INC,32959068160,559,Technology,New York,UNITED STATES,US,4,437.35,218.65,3/18/2020,11/9/2020,56.94,256.57,258.18,292.65,315.53,271.28,319.94,335.37,340.93,371.91,377.56,359.54,356.85,0.680546948,pos_performers,High Value,high_positive_performance
559,559,300122 CH Equity,CHONGQING ZHIF-A,32944910336,560,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,5,27.71,6.08,12/3/2019,7/30/2020,154.09,6.23,7.13,8.41,8.82,9.25,11.21,11.84,13.78,27.23,19.29,20.51,23.93,1.548410189,pos_performers,High Value,Very_high_positive_performance
560,560,SBAC US Equity,SBA COMM CORP,32824375296,561,Financial,NASDAQ GS,UNITED STATES,US,4.444444656,328.37,205.2,3/23/2020,9/16/2020,25.06,232.14,240.99,249.58,285.05,260.47,286.76,317.68,301.35,305.39,306.62,315.18,293.52,0.435392505,pos_performers,High Value,high_positive_performance
561,561,WEC US Equity,WEC ENERGY GROUP,32814653440,562,Utilities,New York,UNITED STATES,US,2.599999905,109.53,68.01,3/23/2020,3/17/2020,11.35,87.57,92.23,100.89,97.69,83.52,88.46,93.13,89.33,93.64,93.59,98.25,103.14,0.444285918,pos_performers,High Value,moderate_positive_performance
562,562,1320 JP Equity,DAIWA-ETF 225,32657618944,563,Funds,Tokyo,JAPAN,JP,0,257.66,151.69,3/19/2020,11/16/2020,12.27,221.66,224.3,217.54,203.88,175.2,190.95,212.77,214.02,213.59,222.88,225.68,228.33,0.498525953,pos_performers,High Value,moderate_positive_performance
563,563,DXCM US Equity,DEXCOM,32652265472,564,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.333333492,456.23,182.07,3/17/2020,8/7/2020,51.96,223.92,218.74,237.09,285.73,254.81,341.52,378.7,400.21,443.67,422.19,413.84,312,0.836614604,pos_performers,High Value,high_positive_performance
564,564,998 HK Equity,CITIC BANK-H,32598548480,565,Financial,Hong Kong,CHINA,CN,4.185184956,0.61,0.38,10/8/2020,1/3/2020,-20.54,0.55,0.6,0.52,0.53,0.48,0.49,0.44,0.44,0.44,0.42,0.39,0.42,0.482517483,neg_performers,High Value,high_negative_performance
565,565,2388 HK Equity,BOC HONG KONG HO,32595417088,566,Financial,Hong Kong,HONG KONG,HK,4.25,3.72,2.59,9/28/2020,1/17/2020,-2.02,3.4,3.47,3.33,3.43,2.8,3.08,2.9,3.18,2.73,2.83,2.63,2.79,0.370795734,neg_performers,High Value,moderate_negative_performance
566,566,TROW US Equity,T ROWE PRICE GRP,32572358656,567,Financial,NASDAQ GS,UNITED STATES,US,3.235294104,148.88,82.51,3/23/2020,10/19/2020,17.76,122.26,121.84,134.52,125.48,93.87,110.44,121.87,122.51,137.4,139.18,128.04,128.97,0.535825294,pos_performers,High Value,moderate_positive_performance
567,567,4543 JP Equity,TERUMO CORP,32567574528,568,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,4.142857075,43.28,26.82,3/17/2020,11/16/2020,8.74,35.86,35.76,35.8,32.66,33.05,32.26,39.31,37.48,38.47,41.16,39.6,36.98,0.450557723,pos_performers,High Value,moderate_positive_performance
