Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),2/12/2019,1/1/2020,3/2/2020,2/3/2020,1/4/2020,1/5/2020,1/6/2020,1/7/2020,3/8/2020,1/9/2020,1/10/2020,2/11/2020
MINT US Equity,PIMCO ENHANCED S,14450168832,1272,Funds,NYSE Arca,UNITED STATES,US,0,102,96.77,3/20/2020,9/18/2020,1.77,101.57,101.59,101.76,101.77,99,100.45,101.02,101.62,101.8,101.88,101.92,101.91
968 HK Equity,XINYI SOLAR HLDS,14444473344,1273,Energy,Hong Kong,CHINA,KY,4.75,1.96,0.48,3/23/2020,10/8/2020,188.33,0.66,0.71,0.71,0.79,0.58,0.63,0.76,0.95,1.08,1.29,1.58,1.77
GOVT US Equity,ISHARES US TREAS,14431747072,1274,Funds,Cboe BZX,UNITED STATES,US,0,28.54,25.86,12/24/2019,3/9/2020,7.56,26.04,25.94,26.53,27.13,28.1,28.07,27.92,27.93,28.23,27.96,27.93,27.64
603986 CH Equity,GIGADEVICE SEM-A,14421016576,1275,Technology,Shanghai,CHINA,CN,4.791666508,43.61,15.93,11/25/2019,2/25/2020,70.79,17.41,21.02,25.91,36.16,24.38,28.09,28.94,33.54,33.31,29.27,25.49,30.73
TDY US Equity,TELEDYNE TECH,14416328704,1276,Industrial,New York,UNITED STATES,US,4.666666508,398.99,195.34,3/18/2020,1/22/2020,12.87,340.36,346.54,369.34,345.9,277.11,319.83,365.14,304.19,310.62,314.89,307.75,313.38
6701 JP Equity,NEC CORP,14411545600,1277,Technology,Tokyo,JAPAN,JP,4.066666603,59.32,29.61,3/17/2020,9/30/2020,24.37,40.72,41.6,45.96,39.67,37.17,38.35,45.13,48.13,51.56,52.07,58.17,49.88
III LN Equity,3I GROUP PLC,14408039424,1278,Financial,London,BRITAIN,GB,4.714285851,15.38,6.17,3/18/2020,2/20/2020,8.86,13.6,14.56,14.64,12.65,8.85,9.29,10.43,10.37,11.9,12.26,13.24,12.39
SGLD LN Equity,INVESCO PHY GOLD,14392170496,1279,Funds,London,IRELAND,IE,0,200.5,140.96,3/16/2020,8/6/2020,26.08,142.06,147.74,153.1,154.78,153.98,164.38,168.6,170.94,191.19,191.37,185.07,183.35
WAT US Equity,WATERS CORP,14385130496,1280,Industrial,New York,UNITED STATES,US,2.294117689,245.68,154.39,3/23/2020,1/22/2020,3.02,223.11,233.65,226.05,202.7,182.31,178.08,199.67,180.15,213.05,212.02,195.68,222.22
HES US Equity,HESS CORP,14377364480,1281,Energy,New York,UNITED STATES,US,4.115384579,71.66,26.06,3/18/2020,1/16/2020,-27.33,61.19,66.81,56.43,57.19,31.98,44.28,48.7,49.85,49.84,45.94,38.98,38.04
OKE US Equity,ONEOK INC,14376256512,1282,Energy,New York,UNITED STATES,US,3.559999943,78.48,12.16,3/18/2020,2/20/2020,-46.7,70.82,75.67,74.44,69.13,19.2,27.94,38.14,32.18,28.12,27.15,25.27,29.23
STX US Equity,SEAGATE TECHNOLO,14372790272,1283,Technology,NASDAQ GS,UNITED STATES,IE,3.366666555,64.17,39.02,3/23/2020,1/24/2020,-1.2,59.33,59.5,57.95,50.37,47.86,47.71,52.15,47.3,44.76,47.07,49.06,48.57
ALMARAI AB Equity,ALMARAI CO,14371801088,1284,"Consumer, Non-cyclical",Saudi Arabia,SAUDI ARABIA,SA,2.846153736,15.57,9.71,3/9/2020,10/19/2020,7,13.21,13.15,12.57,11.49,12.36,13.07,14.38,14.13,14.29,14.21,14.29,13.76
GPC US Equity,GENUINE PARTS CO,14366920704,1285,"Consumer, Cyclical",New York,UNITED STATES,US,3.285714388,107.08,49.68,3/23/2020,12/17/2019,-3.1,104.72,106.23,94.3,89.04,62.74,75.19,84.78,85.9,90.86,95.66,94.97,93.52
GFNORTEO MM Equity,GRUPO F BANORT-O,14363037696,1286,Financial,BMV Mexico,MEXICO,MX,4.391304493,6.35,2.36,4/16/2020,2/4/2020,2.65,5.13,5.58,6.17,5.71,2.47,2.67,3.16,3.5,3.55,3.54,3.46,4.4
LOGN SW Equity,LOGITECH INTER-R,14362507264,1287,Technology,SIX-SW,SWITZERLAND,CH,4.466666698,98.8,30.27,3/16/2020,10/20/2020,78.56,43.42,47.45,45.18,39.51,43.2,48.42,58.96,64.23,74.28,75.18,77.93,84.36
300782 CH Equity,MAXSCEND MICRO-A,14341192704,1288,Technology,Shenzhen,CHINA,CN,5,87.43,29.4,1/3/2020,11/9/2020,126.97,32.64,32.74,33.4,46.57,33.94,50.15,44.66,57.96,67.13,56.22,55.63,67.22
ACGL US Equity,ARCH CAPITAL GRP,14332737536,1289,Financial,NASDAQ GS,BERMUDA,BM,4,48.32,20.93,5/14/2020,2/19/2020,-15.98,41.52,42.89,44.68,42.49,26.02,23.11,29.1,28.15,30.94,31.6,29.4,31.36
DRI US Equity,DARDEN RESTAURAN,14332408832,1290,"Consumer, Cyclical",New York,UNITED STATES,US,4.225806236,125.96,26.15,3/18/2020,11/9/2020,-2.22,119.32,109.01,114.92,98.8,46.02,69.85,78.31,76.11,74.49,87.14,104.88,91.84
LDOS US Equity,LEIDOS HOLDINGS,14321760256,1291,Technology,New York,UNITED STATES,US,4.714285851,125.84,68,3/23/2020,2/18/2020,11.03,89.85,97.89,102.46,110.06,87.15,97.89,105.98,93.31,98.3,89.7,90.42,85.73
DANSKE DC Equity,DANSKE BANK A/S,14308835328,1292,Financial,Copenhagen,DENMARK,DK,3.517241478,17.99,9.79,3/23/2020,2/12/2020,12.54,13.64,16.19,16.51,15.73,10.83,11.42,12.39,13.59,16.23,15.07,13.41,13.88
ELAN US Equity,ELANCO ANIMAL HE,14303745024,1293,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.066666603,34.09,15.17,3/18/2020,10/12/2020,12.3,27.62,29.45,31.3,27.78,20.15,24.04,21.2,21.19,23.31,28.77,27.53,31.83
MDB US Equity,MONGODB INC,14301634560,1294,Technology,NASDAQ GM,UNITED STATES,US,4.199999809,273.01,93.81,3/16/2020,10/19/2020,80.94,137.43,131.61,163.33,155.64,126.14,155.92,238.38,228.78,219.62,250.72,235.78,224.18
ZEN US Equity,ZENDESK INC,14278892544,1295,Communications,New York,UNITED STATES,US,4.550000191,126.96,50.23,3/17/2020,11/9/2020,64.17,74.65,76.63,87.88,78.47,62.49,72.55,87.56,89.24,92.31,103.1,104.36,109.97
ACWI US Equity,ISHARES MSCI ACW,14277839872,1296,Funds,NASDAQ GM,UNITED STATES,US,0,87.48,53.31,3/23/2020,11/9/2020,14.17,77.04,79.25,78.64,74.65,59.7,66.91,73.14,74.27,78.49,83.06,80.52,79
VIVT4 BZ Equity,TELEF BRASI-PREF,14274998272,1297,Communications,B3 Day,BRAZIL,BR,4.733333111,14.7,7.15,10/29/2020,2/5/2020,-11.02,13.3,14.42,14.21,12.29,9.71,8.31,8.79,9.03,9.59,9.13,7.71,7.41
CNHI US Equity,CNH INDUSTRIAL N,14271626240,1298,Industrial,New York,BRITAIN,NL,4.052631378,11.31,5.06,3/23/2020,1/2/2020,-3.3,10.57,11,9.47,9.48,5.69,6.01,6.47,6.81,7.14,7.99,7.8,8.09
002812 CH Equity,YUNNAN ENERGY-A,14257554432,1299,Industrial,Shenzhen,CHINA,CN,4.714285851,16.48,5.49,11/18/2019,11/13/2020,165.63,5.74,7.25,7.92,8.33,6.35,7.76,8.43,9.56,11.44,12.21,13.47,15.3
2331 HK Equity,LI NING CO LTD,14254069760,1300,"Consumer, Cyclical",Hong Kong,CHINA,KY,4.699999809,6.13,1.91,3/19/2020,11/10/2020,67.79,3.27,3,2.9,2.72,2.78,3.15,3.43,3.17,3.26,4.3,4.65,5.26
SCC TB Equity,SIAM CEMENT PCL,14244032512,1301,Diversified,Bangkok,THAILAND,TH,4.037036896,13.25,7.66,3/13/2020,11/26/2019,-3.82,12.39,13.18,11.52,9.8,9.61,10.64,10.77,11.99,11.95,11.45,10.68,10.82
TOPG MK Equity,TOP GLOVE CORP B,14227989504,1302,"Consumer, Non-cyclical",Bursa Malays,MALAYSIA,MY,4.409090996,2.35,0.35,12/9/2019,8/7/2020,387.2,0.36,0.38,0.47,0.44,0.49,0.56,1.2,1.33,2.12,2.13,2.03,2.02
XLP US Equity,SPDR-CONS STAPLE,14210761728,1303,Funds,NYSE Arca,UNITED STATES,US,0,68.18,47.66,3/23/2020,11/16/2020,11.75,62.14,62.98,63.18,61.09,53.55,57.62,59.64,58.69,62.53,65.65,64.46,63.25
IT US Equity,GARTNER INC,14198398976,1304,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.888888836,165.26,76.91,3/18/2020,2/3/2020,-4.98,157.62,154.1,163.85,129.8,93.29,114.92,122.24,120.03,125.66,130.06,125.72,125.02
ATL IM Equity,ATLANTIA SPA,14194690048,1305,"Consumer, Non-cyclical",BrsaItaliana,ITALY,IT,3.900000095,25.56,10.2,3/16/2020,2/5/2020,-34.91,21.76,23.31,24.46,21.2,13.11,16.32,16.88,15.94,16.28,16.07,15.43,15.7
AES US Equity,AES CORP,14187247616,1306,Utilities,New York,UNITED STATES,US,4.599999905,22.32,8.11,3/18/2020,11/9/2020,16.95,18.92,19.9,20.31,18.22,12.8,12.94,12.55,14.41,15.12,17.91,17.92,20
3993 HK Equity,CMOC-H,14183490560,1307,Basic Materials,Hong Kong,CHINA,CN,4.625,0.53,0.26,3/23/2020,2/18/2020,39.96,0.34,0.43,0.37,0.39,0.28,0.3,0.31,0.33,0.42,0.43,0.35,0.39
SGRO LN Equity,SEGRO PLC,14164379648,1308,Financial,London,BRITAIN,GB,3.650000095,13.08,7.47,3/18/2020,8/5/2020,7.73,11.16,11.89,11.87,10.66,9.17,10.14,10.5,11.38,12.74,12.62,12.31,11.7
002230 CH Equity,IFLYTEK CO LTD-A,14143166464,1309,Technology,Shenzhen,CHINA,CN,4.464285851,6.76,4.36,4/28/2020,3/3/2020,22.98,4.68,4.95,4.55,5.86,4.86,4.71,4.62,5.26,5.41,5.62,5.05,6
DVY US Equity,ISHARES SELECT D,14142842880,1310,Funds,NASDAQ GM,UNITED STATES,US,0,107.36,61.89,3/23/2020,1/17/2020,-6,103.19,105.66,104.2,96.37,69.7,77.92,83.1,80.04,82.98,84.66,81.33,85.06
CFG US Equity,CITIZENS FINANCI,14110494720,1311,Financial,New York,UNITED STATES,US,4.454545498,41.29,14.12,3/18/2020,1/17/2020,-8.57,38.31,40.61,37.68,33.32,17.3,21.42,24.73,24.23,24.23,26.17,25.43,28.03
LNT US Equity,ALLIANT ENERGY,14096491520,1312,Utilities,NASDAQ GS,UNITED STATES,US,3.909090996,60.28,37.66,3/23/2020,2/18/2020,2.61,52.43,54.72,59.52,55.36,44.97,47.25,49.46,48.76,53.51,53.48,52.33,56.69
IWP US Equity,ISHARES RUSSELL,14095002624,1313,Funds,NYSE Arca,UNITED STATES,US,0,194.02,101.93,3/23/2020,11/9/2020,27.48,149.29,152.58,155.54,148.12,116.09,136.75,156.11,159.69,173.15,178.41,175.1,174.3
002600 CH Equity,LINGYI ITECH -A,14070259712,1314,Industrial,Shenzhen,CHINA,CN,4.866666794,2.16,1.11,3/24/2020,10/28/2020,18.86,1.5,1.56,1.66,1.7,1.19,1.31,1.39,1.47,1.82,1.79,1.65,2.03
SLV US Equity,ISHARES SILVER T,14061767680,1315,Funds,NYSE Arca,UNITED STATES,US,0,27.39,10.86,3/18/2020,8/10/2020,39.95,15.8,16.68,16.5,15.56,13.02,13.92,17.1,16.82,22.74,26.14,22.09,22.41
NIBEB SS Equity,NIBE INDUSTRIE-B,14061528064,1316,Industrial,Stockholm,SWEDEN,SE,2.900000095,29.81,10.82,3/18/2020,8/19/2020,64.69,15.37,17.34,17.37,16.51,13.87,18.58,22.27,22.2,24.62,27.79,26.61,24.21
VICI US Equity,VICI PROPERTIES,14060746752,1317,Financial,New York,UNITED STATES,US,4.888888836,28.75,9.85,3/18/2020,2/21/2020,12.1,24.47,25.55,26.85,24.66,15.04,16.56,20.6,20.7,22,23.37,23.72,23.64
2886 TT Equity,MEGA FINANCIAL,14036897792,1318,Financial,Taiwan,TAIWAN,TW,3.099999905,1.12,0.86,3/23/2020,2/20/2020,1.8,0.99,1.02,1.04,1.06,0.93,1.01,1.03,1.06,1.09,0.99,0.96,0.98
HEI GR Equity,HEIDELBERGCEMENT,14033465344,1319,Industrial,Xetra,GERMANY,DE,4.071428776,77.83,30.98,3/19/2020,12/13/2019,-11.45,74.51,72.85,68.72,60.06,41.25,48.01,50.37,53.08,56.87,64.3,60.09,59.7
CDAY US Equity,CERIDIAN HCM HOL,14029461504,1320,Technology,New York,UNITED STATES,US,3.941176414,99.24,38.4,3/18/2020,11/12/2020,65.96,60.37,67.88,75.05,74.21,46,56.7,71.81,84.14,82.27,83.68,83.48,84.09
2303 TT Equity,UMC,14018902016,1321,Technology,Taiwan,TAIWAN,TW,4.043478489,1.19,0.43,3/19/2020,10/23/2020,135.33,0.49,0.55,0.5,0.51,0.46,0.52,0.52,0.54,0.81,0.74,0.98,1.04
JBHT US Equity,HUNT (JB) TRANS,14011972608,1322,Industrial,NASDAQ GS,UNITED STATES,US,3.625,144.35,75.29,3/16/2020,8/27/2020,16.26,114.32,116.78,110.44,96.56,90.5,100.86,115.56,117.65,130.62,140.97,125.21,122.43
ELEKTRA* MM Equity,GRUPO ELEKTRA SA,14008803328,1323,Financial,BMV Mexico,MEXICO,MX,1,78.03,51.81,9/15/2020,12/18/2019,-9.26,70.58,73.38,73.54,67.19,57.03,56.12,59.22,55.26,52.89,55.59,54.57,56.01
BMRN US Equity,BIOMARIN PHARMAC,13997752320,1324,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.230769157,131.95,68.25,3/23/2020,7/21/2020,-3.34,79.86,84.55,84.01,94.4,83.59,88.12,107.39,125.84,122.04,76,75.82,73.42
1919 HK Equity,COSCO SHIP HOL-H,13968576512,1325,Industrial,Hong Kong,CHINA,CN,4.400000095,0.89,0.25,5/29/2020,11/10/2020,155.97,0.37,0.41,0.35,0.34,0.27,0.29,0.27,0.29,0.42,0.51,0.49,0.63
J US Equity,JACOBS ENGIN GRP,13959604224,1326,Industrial,New York,UNITED STATES,US,4.882352829,107.24,59.29,3/23/2020,11/16/2020,12.25,89.36,89.83,93.04,96.89,79.22,80.78,85.09,83.9,90.5,91.44,91.45,99.12
1169 HK Equity,HAIER ELECTRONIC,13953619968,1327,"Consumer, Cyclical",Hong Kong,HONG KONG,BM,4.571428776,5.03,2.26,3/19/2020,11/16/2020,79.88,2.75,3.12,2.98,2.88,2.5,2.75,2.77,3.03,3.72,3.51,3.61,4.07
002050 CH Equity,ZHEJIANG SANHU-A,13943240704,1328,Industrial,Shenzhen,CHINA,CN,4.375,4.19,1.58,11/18/2019,11/5/2020,120.18,1.64,1.91,2.16,2.37,1.78,2.4,2.5,3.1,3.47,3.5,3.27,3.68
CA FP Equity,CARREFOUR SA,13942840320,1329,"Consumer, Non-cyclical",EN Paris,FRANCE,FR,4.652173996,18.97,13.28,5/20/2020,3/4/2020,-5.91,16.37,16.76,16.84,18.21,15.56,14.83,15.49,15.18,15.8,16.03,16.1,15.72
034730 KS Equity,SK HOLDINGS CO L,13927191552,1330,Energy,Korea SE,SOUTH KOREA,KR,4.882352829,273.86,81.55,3/19/2020,6/16/2020,-19.85,215.81,226.65,194.23,160.34,130.13,148.67,198.49,247.24,182.1,180.91,170.65,161.28
6383 JP Equity,DAIFUKU CO LTD,13897563136,1331,Industrial,Tokyo,JAPAN,JP,4.375,117.49,43.38,3/13/2020,11/9/2020,88.07,60.44,61.3,61.38,59.95,60.14,68.83,79.85,88.53,89.83,88.66,100.24,104.72
813 HK Equity,SHIMAO GROUP HOL,13872786432,1332,Financial,Hong Kong,HONG KONG,KY,4.966666698,4.98,2.61,3/19/2020,8/27/2020,11.63,3.76,3.88,3.32,3.67,3.48,4.04,4.24,4.23,4.34,4.41,4.13,3.47
002271 CH Equity,BEIJING ORIENT-A,13862872064,1333,Industrial,Shenzhen,CHINA,CN,4.714285851,6.16,2.17,12/4/2019,9/3/2020,135.52,2.24,2.52,2.37,3.23,3.18,3.65,3.65,4.01,5.24,5.94,5.29,5.65
6857 JP Equity,ADVANTEST CORP,13856407552,1334,Technology,Tokyo,JAPAN,JP,4.5,70.97,30.06,3/19/2020,11/16/2020,31.59,48.79,56.7,52.54,47.88,37.26,46.59,52.33,58.09,52.88,47.73,48.22,55.98
4716 JP Equity,ORACLE CORP JPN,13851953152,1335,Technology,Tokyo,JAPAN,JP,4,127.77,62.79,3/13/2020,7/10/2020,17.94,91.98,91.58,87.42,79.06,82.46,105.36,118.52,116.55,121.22,118.47,107.25,102.15
SLHN SW Equity,SWISS LIFE H AG,13850521600,1336,Financial,SIX-SW,SWITZERLAND,CH,4,531.16,260.84,3/23/2020,2/19/2020,-14.95,498.03,502.95,506.06,467.8,322.14,355.96,350.98,365.06,368.91,406.6,377.99,345.43
6586 JP Equity,MAKITA CORP,13848940544,1337,Industrial,Tokyo,JAPAN,JP,3.25,50.92,24.34,3/19/2020,11/9/2020,48.98,33.98,35.07,38.47,35.03,30.02,31.42,33.65,36.35,43.74,46.03,47.56,47.5
FBAVP BB Equity,BNP PARIBAS FORT,13816749056,1338,Financial,EN Brussels,BELGIUM,BE,0,33.79,23.47,7/28/2020,3/31/2020,-20.74,28.79,30.28,29.86,31.75,33.65,29.67,28.94,27.03,23.5,26.25,24.66,23.95
CHR DC Equity,CHR HANSEN HOLDI,13803794432,1339,Basic Materials,Copenhagen,DENMARK,DK,2.466666698,116.08,60.75,3/16/2020,7/21/2020,28.22,75.75,79.49,74.17,74.05,74.66,87.9,96.91,103.93,112.78,113.83,107.61,100.35
MPWR US Equity,MONOLITHIC POWER,13799682048,1340,Technology,NASDAQ GS,UNITED STATES,US,4.142857075,358.68,130.12,3/23/2020,11/6/2020,94.87,158,178.02,175.21,164.12,159.42,189,213.39,235.55,268.44,272.62,280.34,315.26
FICO US Equity,FAIR ISAAC CORP,13770712064,1341,Technology,New York,UNITED STATES,US,4.714285851,477.77,177.65,3/18/2020,11/16/2020,34.26,359.92,374.68,415.83,387.06,288.82,336.61,407.84,423.57,438.17,444.71,436.99,390.85
TW US Equity,TRADEWEB MARKE-A,13755964416,1342,Financial,NASDAQ GS,UNITED STATES,US,3.875,69.06,33.23,3/18/2020,6/2/2020,36.6,44.17,46.35,46.71,50.26,42.71,51.92,67.22,59.23,53.52,58.09,58.76,56.35
VCB VN Equity,BANK FOR FOREIGN,13739548672,1343,Financial,Ho Chi Minh,VIETNAM,VN,3.722222328,4.1,2.4,3/24/2020,1/22/2020,4.26,3.6,3.89,3.81,3.52,2.75,2.9,3.72,3.56,3.4,3.58,3.66,3.7
ALB US Equity,ALBEMARLE CORP,13724461056,1344,Basic Materials,New York,UNITED STATES,US,2.913043499,129.15,48.89,3/23/2020,11/16/2020,93.17,65.04,73.04,80.79,84.3,54.84,57.44,77.42,76.06,83.33,97.39,86.73,96.84
EVO SS Equity,EVOLUTION GAMING,13724005376,1345,"Consumer, Cyclical",Stockholm,SWEDEN,SE,4,87.23,24.9,11/21/2019,10/12/2020,162.41,26.45,30.11,31.12,38.28,33.64,45.2,61.03,65.63,72.92,75.19,69.3,73.93
FPH NZ Equity,FISHER & PAYKEL,13719004160,1346,"Consumer, Non-cyclical",NZX,NEW ZEALAND,NZ,2.666666746,25.51,12.78,11/19/2019,8/28/2020,58.76,14.3,14.94,15.13,16.02,18.34,17.17,18.83,22.15,23.82,24.02,22.63,23.83
IAM MC Equity,MAROC TELECOM,13703179264,1347,Communications,Casablanca,MOROCCO,MA,3.799999952,16.49,11.18,3/19/2020,1/22/2020,3.11,15.4,15.99,14.96,15.44,12.23,12.99,13.72,14.34,14.11,15.44,14.72,15.04
SJM US Equity,JM SMUCKER CO,13701408768,1348,"Consumer, Non-cyclical",New York,UNITED STATES,US,2.777777672,125.62,91.88,3/16/2020,4/21/2020,15.95,105.7,104.13,104.17,106.74,109.6,115.51,115.32,105.22,110.97,117.96,116,116.66
SABB AB Equity,SAUDI BRITISH BK,13686210560,1349,Financial,Saudi Arabia,SAUDI ARABIA,SA,3,9.88,4.84,3/16/2020,11/26/2019,-25.72,8.93,9.13,8.17,7.25,5.47,6.56,6.4,6.1,6.46,7.16,6.73,6.29
POOL US Equity,POOL CORP,13686044672,1350,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,4,391.49,160.35,3/23/2020,11/6/2020,64.19,206.01,212.38,220.92,210.92,195.01,216.02,267.76,272.91,322.22,329.92,328.28,357.29
HPE US Equity,HEWLETT PACKA,13674257408,1351,Technology,New York,UNITED STATES,US,3.363636255,17.46,7.43,3/18/2020,11/19/2019,-37.31,15.76,15.86,14.14,12.89,9.58,9.48,9.76,9.42,9.89,9.47,9.23,8.91
CNP US Equity,CENTERPOINT ENER,13669508096,1352,Utilities,New York,UNITED STATES,US,3.777777672,27.53,11.58,3/19/2020,2/14/2020,-3.27,24.39,27.27,26.34,23.75,14.12,16.46,18.05,19.27,19.32,20,19.4,21.47
HAL US Equity,HALLIBURTON CO,13666751488,1353,Energy,New York,UNITED STATES,US,3.551724195,25.47,4.25,3/18/2020,1/6/2020,-17.49,21.29,24.47,21.5,17.22,6.6,9.76,12.04,12.47,14.53,16.23,11.17,12.8
300759 CH Equity,PHARMARON BEIJ-A,13659920384,1354,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.571428776,18.14,6.42,12/3/2019,10/29/2020,85.47,6.6,7.4,8.06,8.87,8.26,9.07,10.45,13.75,15.06,16.22,15.31,16.99
1038 HK Equity,CKI HOLDINGS,13659753472,1355,Industrial,Hong Kong,HONG KONG,BM,4.428571224,7.49,4.57,3/23/2020,1/14/2020,-24.23,6.77,7.12,6.95,6.72,5.21,5.96,5.19,5.15,5.24,5.28,4.66,4.73
WAB US Equity,WABTEC CORP,13621663744,1356,Industrial,New York,UNITED STATES,US,3.923076868,81.75,35.07,3/18/2020,11/26/2019,-7.96,77.59,77.8,76.04,68.37,46.12,54.41,61.92,58,61.47,68.91,60.73,61.68
002371 CH Equity,NAURA TECH GR -A,13579840512,1357,Technology,Shenzhen,CHINA,CN,4.615384579,34.25,9.98,11/25/2019,8/4/2020,132.5,11.36,12.64,15.19,20.43,16.37,21.54,22.06,24.58,32.85,27.23,23.42,26.74
BPAC11 BZ Equity,BCO BTG PAC-UNIT,13564456960,1358,Financial,B3 Day,BRAZIL,BR,4.25,19.25,4.98,3/23/2020,7/21/2020,21.52,16.25,18.94,17.8,15.23,5.7,7.7,9.29,14.36,16.87,15.71,13.21,12.62
2891 TT Equity,CTBC FINANCIAL,13563777024,1359,Financial,Taiwan,TAIWAN,TW,4.555555344,0.77,0.53,3/23/2020,2/20/2020,-7.35,0.72,0.75,0.72,0.74,0.59,0.67,0.67,0.69,0.66,0.64,0.63,0.64
SBK SJ Equity,STANDARD BANK GR,13555387392,1360,Financial,Johannesburg,SOUTH AFRICA,ZA,4.090909004,12.27,4.49,5/14/2020,11/20/2019,-23.17,11.24,12.02,10.63,9.64,5.66,5.42,5.54,5.93,5.99,6.44,6.62,6.59
EDEN FP Equity,EDENRED,13545401344,1361,"Consumer, Non-cyclical",EN Paris,FRANCE,FR,3.666666746,56.76,32.68,3/17/2020,1/28/2020,-3.11,49.37,51.7,54.42,52.38,38.46,40.4,42.34,44.67,50.33,51.32,45.22,46.84
1216 TT Equity,UNI-PRESIDENT EN,13541409792,1362,"Consumer, Non-cyclical",Taiwan,TAIWAN,TW,4.076922894,2.53,1.99,3/19/2020,1/17/2020,-5.05,2.38,2.48,2.41,2.37,2.15,2.34,2.45,2.41,2.38,2.25,2.15,2.14
BRO US Equity,BROWN & BROWN,13538253824,1363,Financial,New York,UNITED STATES,US,3.400000095,48.69,30.7,3/23/2020,2/21/2020,25.95,37.63,39.48,45.61,45.44,34.44,35.06,40.24,41.09,45.53,46.69,44.94,44.5
GULF TB Equity,GULF ENERGY DE,13518797824,1364,Utilities,Bangkok,THAILAND,TH,4.384615421,1.32,0.7,3/13/2020,5/21/2020,5.41,1.08,1.1,1.22,1.03,0.89,1.18,1.18,1.2,1.05,1.03,0.98,0.92
ADP FP Equity,ADP,13493458944,1365,Industrial,EN Paris,FRANCE,FR,2.863636255,200.12,76.7,3/18/2020,11/27/2019,-35.02,195.25,197.48,190.55,150.48,90.4,98.23,105.23,102.95,94.11,101.44,99.19,100.47
CPR IM Equity,DAVIDE CAMPARI-M,13478686720,1366,"Consumer, Non-cyclical",BrsaItaliana,ITALY,NL,3.035714388,11.65,5.62,3/16/2020,11/11/2020,16.9,8.99,9.13,9.79,8.37,6.87,7.77,8,8.57,10.07,10.48,11,10.25
MASI US Equity,MASIMO CORP,13475866624,1367,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.111111164,259.29,143.9,3/18/2020,11/6/2020,60.86,155.25,158.06,173.01,178.06,178.49,218,236.94,229.7,218.25,223.65,236.44,225.36
REA AU Equity,REA GROUP LTD,13472050176,1368,Financial,ASE,AUSTRALIA,AU,3.153846264,103.59,35.99,3/23/2020,11/10/2020,36.32,72.08,72.7,75.11,63.34,51.76,54.6,69.73,74.31,77.77,85.51,80.8,84.25
4GLD GR Equity,XETRA-GOLD,13455076352,1369,Funds,Xetra,GERMANY,DE,0,66.79,46.23,3/16/2020,8/6/2020,18.16,47,48.78,50.71,51.2,50.81,54.56,56.18,57,63.46,63.43,61.2,60.79
WIX US Equity,WIX.COM LTD,13433785344,1370,Communications,NASDAQ GS,ISRAEL,IL,4.650000095,319.34,76.81,3/18/2020,8/6/2020,102.53,120.42,122.38,145.21,138.72,92.62,124.18,220.97,265.77,302.53,299.71,269.45,253.24
NN NA Equity,NN GROUP,13423984640,1371,Financial,EN Amsterdam,NETHERLANDS,NL,4.380952358,41.28,21,3/16/2020,2/20/2020,4.69,38.22,37.93,34.95,34.01,25.87,29.02,31.74,33.87,37.76,38.21,37.88,35.47
SUZB3 BZ Equity,SUZANO SA,13402347520,1372,Basic Materials,B3 Day,BRAZIL,BR,4.199999809,10.91,4.41,3/19/2020,8/19/2020,32.41,9.19,9.87,9.31,8.84,7.1,7.18,7.13,6.97,8.1,9.57,8.24,8.71
GNRC US Equity,GENERAC HOLDINGS,13397095424,1373,Industrial,New York,UNITED STATES,US,4.533333302,234.55,75.5,3/23/2020,11/6/2020,128.71,97.5,100.59,103.74,108.91,83.03,93.29,110.57,121.09,162.67,193.25,196.16,212.57
BIL US Equity,SPDR 1-3M TBILL,13394912256,1374,Funds,NYSE Arca,UNITED STATES,US,0,95.96,91.4,12/20/2019,3/12/2020,0.57,91.45,91.43,91.44,91.47,91.57,91.53,91.54,91.53,91.53,91.54,91.52,91.53
SYD AU Equity,SYDNEY AIRPORT,13390842880,1375,Industrial,ASE,AUSTRALIA,AU,3.799999952,6.26,2.47,3/23/2020,12/2/2019,-19.05,6.1,5.92,5.39,4.9,3.44,3.6,3.9,3.87,3.6,4.17,4.24,4.01
VGK US Equity,VANGUARD FTSE EU,13385479168,1376,Funds,NYSE Arca,UNITED STATES,US,0,59.09,36.29,3/18/2020,1/2/2020,4.68,56.06,58.6,56.81,53.14,41.38,45.11,49.86,50.71,53.2,54.36,52.84,50.3
200625 CH Equity,CHONGQING CHAN-B,13383216128,1377,"Consumer, Cyclical",Shenzhen,CHINA,CN,3.75,0.79,0.44,11/18/2019,11/16/2020,73.84,0.45,0.6,0.54,0.58,0.47,0.49,0.49,0.53,0.55,0.54,0.57,0.7
